team1,team2,game_link,team1_moneyline,team2_moneyline,team1_spread,team1_spread_odds,team2_spread,team2_spread_odds,over_total,over_total_odds,under_total,under_total_odds,timestamp
Portland Trail Blazers,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/portland-trail-blazers-vs-utah-jazz/1617376773/,1.751,2.14,-2.5,1.934,2.5,1.917,235.0,1.862,235.0,2.0,2025-10-16 23:48:15
Minnesota Timberwolves,Chicago Bulls,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-chicago-bulls/1617376768/,1.409,2.99,-6.0,1.934,6.0,1.917,236.0,1.952,236.0,1.9,2025-10-16 23:55:26
Portland Trail Blazers,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/portland-trail-blazers-vs-utah-jazz/1617376773/,1.751,2.14,-2.5,1.934,2.5,1.917,235.0,1.862,235.0,2.0,2025-10-16 23:55:26
Brooklyn Nets,Toronto Raptors,https://www.pinnacle.com/en/basketball/nba-preseason/brooklyn-nets-vs-toronto-raptors/1617431304/,2.99,1.408,6.5,1.892,-6.5,1.961,226.0,1.98,226.0,1.877,2025-10-17 19:21:17
Minnesota Timberwolves,Philadelphia 76ers,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-philadelphia-76ers/1617431303/,3.25,1.355,7.0,1.917,-7.0,1.934,224.0,1.925,224.0,1.925,2025-10-17 19:21:17
Charlotte Hornets,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/charlotte-hornets-vs-new-york-knicks/1617440048/,3.08,1.389,7.5,1.869,-7.5,1.98,227.5,1.98,227.5,1.869,2025-10-17 19:21:17
Brooklyn Nets,Toronto Raptors,https://www.pinnacle.com/en/basketball/nba-preseason/brooklyn-nets-vs-toronto-raptors/1617431304/,2.99,1.408,6.5,1.892,-6.5,1.961,226.0,1.98,226.0,1.877,2025-10-17 19:36:11
Minnesota Timberwolves,Philadelphia 76ers,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-philadelphia-76ers/1617431303/,3.2,1.363,7.0,1.884,-7.0,1.961,224.0,1.961,224.0,1.892,2025-10-17 19:36:11
Charlotte Hornets,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/charlotte-hornets-vs-new-york-knicks/1617440048/,3.08,1.389,7.5,1.869,-7.5,1.98,227.5,1.98,227.5,1.869,2025-10-17 19:36:11
Minnesota Timberwolves,Philadelphia 76ers,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-philadelphia-76ers/1617431303/,3.2,1.363,7.0,1.884,-7.0,1.961,224.0,1.961,224.0,1.892,2025-10-17 19:55:05
Charlotte Hornets,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/charlotte-hornets-vs-new-york-knicks/1617440048/,3.08,1.389,7.5,1.869,-7.5,1.98,227.5,1.98,227.5,1.869,2025-10-17 19:55:05
Brooklyn Nets,Toronto Raptors,https://www.pinnacle.com/en/basketball/nba-preseason/brooklyn-nets-vs-toronto-raptors/1617431304/,2.99,1.408,6.5,1.892,-6.5,1.961,226.0,1.98,226.0,1.877,2025-10-17 19:55:05
Brooklyn Nets,Toronto Raptors,https://www.pinnacle.com/en/basketball/nba-preseason/brooklyn-nets-vs-toronto-raptors/1617431304/,2.99,1.408,6.5,1.892,-6.5,1.961,226.0,1.98,226.0,1.877,2025-10-17 20:01:17
Minnesota Timberwolves,Philadelphia 76ers,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-philadelphia-76ers/1617431303/,3.2,1.363,7.0,1.884,-7.0,1.961,224.0,1.961,224.0,1.892,2025-10-17 20:01:17
Charlotte Hornets,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/charlotte-hornets-vs-new-york-knicks/1617440048/,3.08,1.389,7.5,1.869,-7.5,1.98,227.5,1.98,227.5,1.869,2025-10-17 20:01:17
Minnesota Timberwolves,Philadelphia 76ers,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-philadelphia-76ers/1617431303/,3.22,1.361,7.0,1.9,-7.0,1.952,224.0,1.9,224.0,1.952,2025-10-17 20:28:28
Brooklyn Nets,Toronto Raptors,https://www.pinnacle.com/en/basketball/nba-preseason/brooklyn-nets-vs-toronto-raptors/1617431304/,2.91,1.431,6.0,1.909,-6.0,1.943,226.0,1.961,226.0,1.892,2025-10-17 20:28:28
Charlotte Hornets,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/charlotte-hornets-vs-new-york-knicks/1617440048/,3.08,1.389,7.5,1.869,-7.5,1.98,227.5,1.98,227.5,1.869,2025-10-17 20:28:28
Charlotte Hornets,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/charlotte-hornets-vs-new-york-knicks/1617440048/,3.08,1.389,7.5,1.869,-7.5,1.98,227.5,1.98,227.5,1.869,2025-10-17 20:35:47
Minnesota Timberwolves,Philadelphia 76ers,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-philadelphia-76ers/1617431303/,3.22,1.361,7.0,1.9,-7.0,1.952,224.0,1.9,224.0,1.952,2025-10-17 20:35:47
Brooklyn Nets,Toronto Raptors,https://www.pinnacle.com/en/basketball/nba-preseason/brooklyn-nets-vs-toronto-raptors/1617431304/,2.91,1.431,6.0,1.909,-6.0,1.943,226.0,1.961,226.0,1.892,2025-10-17 20:35:47
Brooklyn Nets,Toronto Raptors,https://www.pinnacle.com/en/basketball/nba-preseason/brooklyn-nets-vs-toronto-raptors/1617431304/,2.94,1.42,6.0,1.934,-6.0,1.917,226.0,1.952,226.0,1.9,2025-10-17 20:57:14
Minnesota Timberwolves,Philadelphia 76ers,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-philadelphia-76ers/1617431303/,3.19,1.366,7.0,1.892,-7.0,1.961,224.0,1.9,224.0,1.952,2025-10-17 20:57:14
Charlotte Hornets,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/charlotte-hornets-vs-new-york-knicks/1617440048/,3.07,1.392,7.5,1.869,-7.5,1.99,226.0,1.862,226.0,1.99,2025-10-17 20:57:14
Minnesota Timberwolves,Philadelphia 76ers,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-philadelphia-76ers/1617431303/,3.17,1.37,7.0,1.909,-7.0,1.943,224.0,1.917,224.0,1.934,2025-10-17 21:23:55
Brooklyn Nets,Toronto Raptors,https://www.pinnacle.com/en/basketball/nba-preseason/brooklyn-nets-vs-toronto-raptors/1617431304/,2.95,1.418,6.0,1.943,-6.0,1.909,226.0,1.934,226.0,1.917,2025-10-17 21:23:55
Charlotte Hornets,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/charlotte-hornets-vs-new-york-knicks/1617440048/,3.09,1.386,7.5,1.877,-7.5,1.97,226.0,1.847,226.0,2.01,2025-10-17 21:23:55
Brooklyn Nets,Toronto Raptors,https://www.pinnacle.com/en/basketball/nba-preseason/brooklyn-nets-vs-toronto-raptors/1617431304/,2.95,1.418,6.0,1.943,-6.0,1.909,226.0,1.934,226.0,1.917,2025-10-17 21:29:08
Minnesota Timberwolves,Philadelphia 76ers,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-philadelphia-76ers/1617431303/,3.17,1.37,7.0,1.909,-7.0,1.943,224.0,1.917,224.0,1.934,2025-10-17 21:29:08
Charlotte Hornets,New York Knicks,https://www.pinnacle.com/en/basketball/nba-preseason/charlotte-hornets-vs-new-york-knicks/1617440048/,3.09,1.386,7.5,1.877,-7.5,1.97,226.0,1.847,226.0,2.01,2025-10-17 21:29:08
Memphis Grizzlies,Miami Heat,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-miami-heat/1617422589/,2.33,1.636,3.5,1.9,-3.5,1.943,232.5,1.892,232.5,1.961,2025-10-17 21:42:06
Indiana Pacers,San Antonio Spurs,https://www.pinnacle.com/en/basketball/nba-preseason/indiana-pacers-vs-san-antonio-spurs/1617422588/,2.68,1.492,5.0,1.925,-5.0,1.925,234.5,1.909,234.5,1.943,2025-10-17 21:55:23
Denver Nuggets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-oklahoma-city-thunder/1617422590/,3.08,1.389,7.0,1.925,-7.0,1.925,230.5,1.925,230.5,1.925,2025-10-17 22:02:09
Indiana Pacers,San Antonio Spurs,https://www.pinnacle.com/en/basketball/nba-preseason/indiana-pacers-vs-san-antonio-spurs/1617422588/,2.68,1.492,5.0,1.925,-5.0,1.925,234.5,1.909,234.5,1.943,2025-10-17 22:02:09
Memphis Grizzlies,Miami Heat,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-miami-heat/1617422589/,2.35,1.628,3.5,1.917,-3.5,1.934,232.5,1.884,232.5,1.97,2025-10-17 22:02:09
Los Angeles Clippers,Golden State Warriors,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-golden-state-warriors/1617431346/,2.43,1.591,4.0,1.892,-4.0,1.961,225.5,1.961,225.5,1.884,2025-10-17 22:02:09
Indiana Pacers,San Antonio Spurs,https://www.pinnacle.com/en/basketball/nba-preseason/indiana-pacers-vs-san-antonio-spurs/1617422588/,2.64,1.507,5.0,1.884,-5.0,1.961,234.5,1.884,234.5,1.97,2025-10-17 22:24:19
Memphis Grizzlies,Miami Heat,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-miami-heat/1617422589/,2.33,1.636,3.5,1.884,-3.5,1.97,232.5,1.884,232.5,1.97,2025-10-17 22:24:19
Denver Nuggets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-oklahoma-city-thunder/1617422590/,3.1,1.384,7.0,1.943,-7.0,1.909,230.5,1.909,230.5,1.943,2025-10-17 22:24:19
Los Angeles Clippers,Golden State Warriors,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-golden-state-warriors/1617431346/,2.43,1.591,4.0,1.892,-4.0,1.961,225.5,1.961,225.5,1.884,2025-10-17 22:24:19
Denver Nuggets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-oklahoma-city-thunder/1617422590/,3.1,1.384,7.0,1.943,-7.0,1.909,230.5,1.909,230.5,1.943,2025-10-17 22:34:31
Indiana Pacers,San Antonio Spurs,https://www.pinnacle.com/en/basketball/nba-preseason/indiana-pacers-vs-san-antonio-spurs/1617422588/,2.64,1.507,5.0,1.884,-5.0,1.961,234.5,1.9,234.5,1.952,2025-10-17 22:34:31
Memphis Grizzlies,Miami Heat,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-miami-heat/1617422589/,2.33,1.636,3.5,1.884,-3.5,1.97,232.5,1.869,232.5,1.98,2025-10-17 22:34:31
Los Angeles Clippers,Golden State Warriors,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-golden-state-warriors/1617431346/,2.43,1.591,4.0,1.892,-4.0,1.961,225.5,1.961,225.5,1.884,2025-10-17 22:34:31
Sacramento Kings,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/sacramento-kings-vs-los-angeles-lakers/1617440079/,3.18,1.369,6.5,1.97,-6.5,1.877,227.5,1.934,227.5,1.917,2025-10-17 22:34:31
Sacramento Kings,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/sacramento-kings-vs-los-angeles-lakers/1617440079/,3.18,1.369,6.5,1.97,-6.5,1.877,227.5,1.934,227.5,1.917,2025-10-17 22:43:29
Los Angeles Clippers,Golden State Warriors,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-golden-state-warriors/1617431346/,2.43,1.591,4.0,1.892,-4.0,1.961,225.5,1.961,225.5,1.884,2025-10-17 22:43:29
Denver Nuggets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-oklahoma-city-thunder/1617422590/,3.28,1.35,7.5,1.98,-7.5,1.869,230.5,1.909,230.5,1.943,2025-10-17 22:43:29
Memphis Grizzlies,Miami Heat,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-miami-heat/1617422589/,2.35,1.625,3.5,1.9,-3.5,1.952,232.5,1.877,232.5,1.97,2025-10-17 22:43:29
Indiana Pacers,San Antonio Spurs,https://www.pinnacle.com/en/basketball/nba-preseason/indiana-pacers-vs-san-antonio-spurs/1617422588/,2.75,1.473,5.0,1.952,-5.0,1.9,234.5,1.884,234.5,1.97,2025-10-17 22:43:29
Indiana Pacers,San Antonio Spurs,https://www.pinnacle.com/en/basketball/nba-preseason/indiana-pacers-vs-san-antonio-spurs/1617422588/,2.75,1.473,5.0,1.952,-5.0,1.9,234.5,1.884,234.5,1.97,2025-10-17 22:56:22
Memphis Grizzlies,Miami Heat,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-miami-heat/1617422589/,2.35,1.625,3.5,1.9,-3.5,1.952,232.5,1.877,232.5,1.97,2025-10-17 22:56:22
Denver Nuggets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-oklahoma-city-thunder/1617422590/,3.28,1.35,7.5,1.98,-7.5,1.869,230.5,1.909,230.5,1.943,2025-10-17 22:56:22
Los Angeles Clippers,Golden State Warriors,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-golden-state-warriors/1617431346/,2.43,1.591,4.0,1.892,-4.0,1.961,225.5,1.961,225.5,1.884,2025-10-17 22:56:22
Sacramento Kings,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/sacramento-kings-vs-los-angeles-lakers/1617440079/,3.18,1.369,6.5,1.97,-6.5,1.877,227.5,1.934,227.5,1.917,2025-10-17 22:56:22
Sacramento Kings,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/sacramento-kings-vs-los-angeles-lakers/1617440079/,3.18,1.369,6.5,1.97,-6.5,1.877,227.5,1.934,227.5,1.917,2025-10-17 23:23:24
Los Angeles Clippers,Golden State Warriors,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-golden-state-warriors/1617431346/,2.43,1.591,4.0,1.892,-4.0,1.961,225.5,1.961,225.5,1.884,2025-10-17 23:23:24
Indiana Pacers,San Antonio Spurs,https://www.pinnacle.com/en/basketball/nba-preseason/indiana-pacers-vs-san-antonio-spurs/1617422588/,2.59,1.526,5.0,1.892,-5.0,1.961,234.5,1.877,234.5,1.98,2025-10-17 23:23:24
Denver Nuggets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-oklahoma-city-thunder/1617422590/,3.7,1.286,8.5,2.0,-8.5,1.854,229.0,1.869,229.0,1.99,2025-10-17 23:23:24
Memphis Grizzlies,Miami Heat,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-miami-heat/1617422589/,2.32,1.641,3.5,1.869,-3.5,1.98,232.5,1.892,232.5,1.961,2025-10-17 23:23:24
Los Angeles Clippers,Golden State Warriors,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-golden-state-warriors/1617431346/,2.43,1.591,4.0,1.892,-4.0,1.961,225.5,1.961,225.5,1.884,2025-10-17 23:32:40
Denver Nuggets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-oklahoma-city-thunder/1617422590/,3.7,1.286,8.5,2.0,-8.5,1.854,229.0,1.869,229.0,1.99,2025-10-17 23:32:40
Indiana Pacers,San Antonio Spurs,https://www.pinnacle.com/en/basketball/nba-preseason/indiana-pacers-vs-san-antonio-spurs/1617422588/,2.59,1.526,5.0,1.892,-5.0,1.961,234.5,1.877,234.5,1.98,2025-10-17 23:32:40
Memphis Grizzlies,Miami Heat,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-miami-heat/1617422589/,2.32,1.641,3.5,1.869,-3.5,1.98,232.5,1.892,232.5,1.961,2025-10-17 23:32:40
Sacramento Kings,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/sacramento-kings-vs-los-angeles-lakers/1617440079/,3.18,1.369,6.5,1.97,-6.5,1.877,227.5,1.934,227.5,1.917,2025-10-17 23:32:40
Los Angeles Clippers,Golden State Warriors,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-golden-state-warriors/1617431346/,2.43,1.591,4.0,1.892,-4.0,1.961,225.5,1.961,225.5,1.884,2025-10-17 23:41:42
Denver Nuggets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-oklahoma-city-thunder/1617422590/,3.7,1.286,8.5,2.0,-8.5,1.854,229.0,1.869,229.0,1.99,2025-10-17 23:41:42
Sacramento Kings,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/sacramento-kings-vs-los-angeles-lakers/1617440079/,3.18,1.369,6.5,1.97,-6.5,1.877,227.5,1.934,227.5,1.917,2025-10-17 23:41:42
Indiana Pacers,San Antonio Spurs,https://www.pinnacle.com/en/basketball/nba-preseason/indiana-pacers-vs-san-antonio-spurs/1617422588/,2.59,1.526,5.0,1.892,-5.0,1.961,234.5,1.877,234.5,1.98,2025-10-17 23:41:42
Memphis Grizzlies,Miami Heat,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-miami-heat/1617422589/,2.32,1.641,3.5,1.869,-3.5,1.98,232.5,1.892,232.5,1.961,2025-10-17 23:41:42
Denver Nuggets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba-preseason/denver-nuggets-vs-oklahoma-city-thunder/1617422590/,3.71,1.285,8.5,2.0,-8.5,1.862,229.0,1.869,229.0,1.98,2025-10-17 23:54:52
Los Angeles Clippers,Golden State Warriors,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-golden-state-warriors/1617431346/,2.4,1.602,4.0,1.869,-4.0,1.98,225.5,1.943,225.5,1.909,2025-10-17 23:54:52
Indiana Pacers,San Antonio Spurs,https://www.pinnacle.com/en/basketball/nba-preseason/indiana-pacers-vs-san-antonio-spurs/1617422588/,2.69,1.49,4.5,1.98,-4.5,1.869,234.5,1.943,234.5,1.909,2025-10-17 23:54:52
Memphis Grizzlies,Miami Heat,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-miami-heat/1617422589/,2.37,1.617,3.5,1.925,-3.5,1.925,232.5,1.892,232.5,1.961,2025-10-17 23:54:52
Sacramento Kings,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/sacramento-kings-vs-los-angeles-lakers/1617440079/,3.21,1.363,6.5,1.99,-6.5,1.869,227.5,1.925,227.5,1.925,2025-10-17 23:54:52
